estate_name,retailer,product_url,url_template,price_selector,vintage_start,vintage_end,bottle_size,active,wine_color,notes,date_added
Chateau Lespault-Martillac,hallesdequercamps,https://www.hallesdequercamps.com/9296-cht-lespault-martillac-2014-pessac-rge-75cl-crd.html,,span[itemprop='price'],2014,2014,0.75L,TRUE,Rouge,Seed URL from user; vintage pre-2015,
Chateau Lespault-Martillac,hallesdequercamps,https://www.hallesdequercamps.com/20821-cht-lespault-martillac-2021-pessac-rge-75cl-crd.html,,span[itemprop='price'],2021,2021,0.75L,TRUE,Rouge,Seed URL from user,
Chateau Lespault-Martillac,hallesdequercamps,https://www.hallesdequercamps.com/24995-cht-lespault-martillac-2022-pessac-rge-75cl-crd.html,,span[itemprop='price'],2022,2022,0.75L,TRUE,Rouge,Seed URL from user,
Chateau Lespault-Martillac,hallesdequercamps,https://www.hallesdequercamps.com/27268-cht-lespault-martillac-2023-pessac-rge-75cl-crd.html,,span[itemprop='price'],2023,2023,0.75L,TRUE,Rouge,Seed URL from user,
Chateau Malartic-Lagraviere,hallesdequercamps,https://www.hallesdequercamps.com/16079-cht-malartic-lagraviere-cb6-2017-pessac-rge-75cl-crd.html,,span[itemprop='price'],2017,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,hallesdequercamps,https://www.hallesdequercamps.com/13706-cht-malartic-lagraviere-cb6-2018-pessac-rge-75cl-crd.html,,span[itemprop='price'],2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,hallesdequercamps,https://www.hallesdequercamps.com/16762-cht-malartic-lagraviere-cb6-2020-pessac-rge-75cl-crd.html,,span[itemprop='price'],2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,hallesdequercamps,https://www.hallesdequercamps.com/20513-cht-malartic-lagraviere-cb-2021-pessac-rge-75cl-crd.html,,span[itemprop='price'],2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,hallesdequercamps,https://www.hallesdequercamps.com/25229-cht-malartic-lagraviere-cb12-2022-pessac-rge-75cl-crd.html,,span[itemprop='price'],2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,hallesdequercamps,https://www.hallesdequercamps.com/12716-cht-sociando-mallet-cb6-2017-ht-medoc-rge-75cl-crd.html,,span[itemprop='price'],2017,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,hallesdequercamps,https://www.hallesdequercamps.com/14992-cht-sociando-mallet-2018-ht-medoc-rge-75cl-crd.html,,span[itemprop='price'],2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,hallesdequercamps,https://www.hallesdequercamps.com/20452-cht-sociando-mallet-cb12-2021-ht-medoc-rge-75cl-crd.html,,span[itemprop='price'],2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,hallesdequercamps,https://www.hallesdequercamps.com/25096-cht-sociando-mallet-2022-ht-medoc-rge-75cl-crd.html,,span[itemprop='price'],2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau Bouscaut,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/1497-chateau-bouscaut-2015.html,,div.unit-price-cart.small.text-muted.font-italic,2015,2015,0.75L,TRUE,Rouge,Seed URL from user,
Chateau Bouscaut,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/1570-chateau-bouscaut-2016.html,,div.unit-price-cart.small.text-muted.font-italic,2016,2016,0.75L,TRUE,Rouge,Seed URL from user,
Chateau Bouscaut,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2130-chateau-bouscaut-2017.html,,div.unit-price-cart.small.text-muted.font-italic,2017,2017,0.75L,TRUE,Rouge,Seed URL from user,
Chateau Bouscaut,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2394-chateau-bouscaut-rouge-2018.html,,div.unit-price-cart.small.text-muted.font-italic,2018,2018,0.75L,TRUE,Rouge,Seed URL from user,
Chateau Bouscaut,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2734-chateau-bouscaut-rouge-2019.html,,div.unit-price-cart.small.text-muted.font-italic,2019,2019,0.75L,TRUE,Rouge,Seed URL from user,
Chateau Bouscaut,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3027-chateau-bouscaut-rouge-2020.html,,div.unit-price-cart.small.text-muted.font-italic,2020,2020,0.75L,TRUE,Rouge,Seed URL from user,
Chateau Bouscaut,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3361-chateau-bouscaut-rouge-2021.html,,div.unit-price-cart.small.text-muted.font-italic,2021,2021,0.75L,TRUE,Rouge,Seed URL from user,
Chateau Bouscaut,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3581-chateau-bouscaut-rouge-2022.html,,div.unit-price-cart.small.text-muted.font-italic,2022,2022,0.75L,TRUE,Rouge,Seed URL from user,
Chateau Carbonnieux,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/1747-chateau-carbonnieux-2016.html,,div.unit-price-cart.small.text-muted.font-italic,2016,2016,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2440-chateau-carbonnieux-rouge-2018.html,,div.unit-price-cart.small.text-muted.font-italic,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2725-chateau-carbonnieux-rouge-2019.html,,div.unit-price-cart.small.text-muted.font-italic,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3012-chateau-carbonnieux-rouge-2020.html,,div.unit-price-cart.small.text-muted.font-italic,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3356-chateau-carbonnieux-rouge-2021.html,,div.unit-price-cart.small.text-muted.font-italic,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3638-chateau-carbonnieux-rouge-2022.html,,div.unit-price-cart.small.text-muted.font-italic,2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3966-chateau-carbonnieux-rouge-2023.html,,div.unit-price-cart.small.text-muted.font-italic,2023,2023,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,jean_merlaut,https://jean-merlaut.com/primeurs-2024/4119-chateau-carbonnieux-rouge-2024.html,,div.unit-price-cart.small.text-muted.font-italic,2024,2024,0.75L,TRUE,Rouge,Explicit URL,
Chateau La Louviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/876-chateau-la-louviere-rouge-2015.html,,div.unit-price-cart.small.text-muted.font-italic,2015,2015,0.75L,TRUE,Rouge,Seed URL from user,
Chateau La Louviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/1635-chateau-la-louviere-2016.html,,div.unit-price-cart.small.text-muted.font-italic,2016,2016,0.75L,TRUE,Rouge,Seed URL from user,
Chateau La Louviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2069-chateau-la-louviere-2017.html,,div.unit-price-cart.small.text-muted.font-italic,2017,2017,0.75L,TRUE,Rouge,Seed URL from user,
Chateau La Louviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2321-chateau-la-louviere-rouge-2018.html,,div.unit-price-cart.small.text-muted.font-italic,2018,2018,0.75L,TRUE,Rouge,Seed URL from user,
Chateau La Louviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2673-chateau-la-louviere-rouge-2019.html,,div.unit-price-cart.small.text-muted.font-italic,2019,2019,0.75L,TRUE,Rouge,Seed URL from user,
Chateau La Louviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3031-chateau-la-louviere-rouge-2020.html,,div.unit-price-cart.small.text-muted.font-italic,2020,2020,0.75L,TRUE,Rouge,Seed URL from user,
Chateau La Louviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3343-chateau-la-louviere-rouge-2021.html,,div.unit-price-cart.small.text-muted.font-italic,2021,2021,0.75L,TRUE,Rouge,Seed URL from user,
Chateau La Louviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3583-chateau-la-louviere-rouge-2022.html,,div.unit-price-cart.small.text-muted.font-italic,2022,2022,0.75L,TRUE,Rouge,Seed URL from user,
Chateau La Louviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3979-chateau-la-louviere-rouge-2023.html,,div.unit-price-cart.small.text-muted.font-italic,2023,2023,0.75L,TRUE,Rouge,Seed URL from user,
Chateau La Louviere,jean_merlaut,https://jean-merlaut.com/primeurs-2024/4188-chateau-la-louviere-rouge-2024.html,,div.unit-price-cart.small.text-muted.font-italic,2024,2024,0.75L,TRUE,Rouge,Seed URL from user,
Chateau Larrivet Haut-Brion,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/1092-chateau-larrivet-haut-brion-rouge-2015.html,,div.unit-price-cart.small.text-muted.font-italic,2015,2015,0.75L,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/1700-chateau-larrivet-haut-brion-2016.html,,div.unit-price-cart.small.text-muted.font-italic,2016,2016,0.75L,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/4323-chateau-larrivet-haut-brion-2017.html,,div.unit-price-cart.small.text-muted.font-italic,2017,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2384-chateau-larrivet-haut-brion-rouge-2018.html,,div.unit-price-cart.small.text-muted.font-italic,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2693-chateau-larrivet-haut-brion-rouge-2019.html,,div.unit-price-cart.small.text-muted.font-italic,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3039-chateau-larrivet-haut-brion-rouge-2020.html,,div.unit-price-cart.small.text-muted.font-italic,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3341-chateau-larrivet-haut-brion-rouge-2021.html,,div.unit-price-cart.small.text-muted.font-italic,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3496-chateau-larrivet-haut-brion-rouge-2022.html,,div.unit-price-cart.small.text-muted.font-italic,2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3904-chateau-larrivet-haut-brion-rouge-2023.html,,div.unit-price-cart.small.text-muted.font-italic,2023,2023,0.75L,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,jean_merlaut,https://jean-merlaut.com/primeurs-2024/4165-chateau-larrivet-haut-brion-rouge-2024.html,,div.unit-price-cart.small.text-muted.font-italic,2024,2024,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2053-chateau-latour-martillac-2017.html,,div.unit-price-cart.small.text-muted.font-italic,2017,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2412-chateau-latour-martillac-rouge-2018.html,,div.unit-price-cart.small.text-muted.font-italic,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2708-chateau-latour-martillac-rouge-2019.html,,div.unit-price-cart.small.text-muted.font-italic,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3054-chateau-latour-martillac-rouge-2020.html,,div.unit-price-cart.small.text-muted.font-italic,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3370-chateau-latour-martillac-rouge-2021.html,,div.unit-price-cart.small.text-muted.font-italic,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3605-chateau-latour-martillac-rouge-2022.html,,div.unit-price-cart.small.text-muted.font-italic,2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3982-chateau-latour-martillac-rouge-2023.html,,div.unit-price-cart.small.text-muted.font-italic,2023,2023,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,jean_merlaut,https://jean-merlaut.com/primeurs-2024/4221-chateau-latour-martillac-rouge-2024.html,,div.unit-price-cart.small.text-muted.font-italic,2024,2024,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/1062-chateau-malartic-lagraviere-rouge-2015.html,,div.unit-price-cart.small.text-muted.font-italic,2015,2015,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/1727-chateau-malartic-lagraviere-2016.html,,div.unit-price-cart.small.text-muted.font-italic,2016,2016,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2067-chateau-malartic-lagraviere-2017.html,,div.unit-price-cart.small.text-muted.font-italic,2017,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2346-chateau-malartic-lagraviere-rouge-2018.html,,div.unit-price-cart.small.text-muted.font-italic,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2704-chateau-malartic-lagraviere-rouge-2019.html,,div.unit-price-cart.small.text-muted.font-italic,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3086-chateau-malartic-lagraviere-rouge-2020.html,,div.unit-price-cart.small.text-muted.font-italic,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3336-chateau-malartic-lagraviere-rouge-2021.html,,div.unit-price-cart.small.text-muted.font-italic,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3661-chateau-malartic-lagraviere-rouge-2022.html,,div.unit-price-cart.small.text-muted.font-italic,2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3878-chateau-malartic-lagraviere-rouge-2023.html,,div.unit-price-cart.small.text-muted.font-italic,2023,2023,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,jean_merlaut,https://jean-merlaut.com/primeurs-2024/4116-chateau-malartic-lagraviere-rouge-2024.html,,div.unit-price-cart.small.text-muted.font-italic,2024,2024,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/1176-chateau-olivier-rouge-2015.html,,div.unit-price-cart.small.text-muted.font-italic,2015,2015,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/1613-chateau-olivier-2016.html,,div.unit-price-cart.small.text-muted.font-italic,2016,2016,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2123-chateau-olivier-2017.html,,div.unit-price-cart.small.text-muted.font-italic,2017,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2389-chateau-olivier-rouge-2018.html,,div.unit-price-cart.small.text-muted.font-italic,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2751-chateau-olivier-rouge-2019.html,,div.unit-price-cart.small.text-muted.font-italic,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3018-chateau-olivier-rouge-2020.html,,div.unit-price-cart.small.text-muted.font-italic,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3358-chateau-olivier-rouge-2021.html,,div.unit-price-cart.small.text-muted.font-italic,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3635-chateau-olivier-rouge-2022.html,,div.unit-price-cart.small.text-muted.font-italic,2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3907-chateau-olivier-rouge-2023.html,,div.unit-price-cart.small.text-muted.font-italic,2023,2023,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,jean_merlaut,https://jean-merlaut.com/primeurs-2024/4184-chateau-olivier-rouge-2024.html,,div.unit-price-cart.small.text-muted.font-italic,2024,2024,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/406-chateau-sociando-mallet-2015.html,,div.unit-price-cart.small.text-muted.font-italic,2015,2015,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/1696-chateau-sociando-mallet-2016.html,,div.unit-price-cart.small.text-muted.font-italic,2016,2016,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2080-chateau-sociando-mallet-2017.html,,div.unit-price-cart.small.text-muted.font-italic,2017,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2336-chateau-sociando-mallet-2018.html,,div.unit-price-cart.small.text-muted.font-italic,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/2784-chateau-sociando-mallet-2019.html,,div.unit-price-cart.small.text-muted.font-italic,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3070-chateau-sociando-mallet-2020.html,,div.unit-price-cart.small.text-muted.font-italic,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3324-chateau-sociando-mallet-2021.html,,div.unit-price-cart.small.text-muted.font-italic,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3629-chateau-sociando-mallet-2022.html,,div.unit-price-cart.small.text-muted.font-italic,2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,jean_merlaut,https://jean-merlaut.com/catalogue-des-vins/3967-chateau-sociando-mallet-2023.html,,div.unit-price-cart.small.text-muted.font-italic,2023,2023,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,jean_merlaut,https://jean-merlaut.com/primeurs-2024/4124-chateau-sociando-mallet-2024.html,,div.unit-price-cart.small.text-muted.font-italic,2024,2024,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,labouteilledoree,https://www.labouteilledoree.com/en/pessac-leognan/10107-chateau-carbonnieux-pessac-leognan-grand-cru-classe-de-graves-rouge-caisse-bois-d-origine-de-6-bouteilles.html,,div.current-price,2021,2021,0.75L,TRUE,Rouge,Case URL (6 btl) scraper divides by 6,
Chateau de Fieuzal,labouteilledoree,https://www.labouteilledoree.com/en/pessac-leognan/9293-chateau-de-fieuzal-pessac-leognan-grand-cru-classe-de-graves-rouge-caisse-bois-d-origine-de-6-bouteilles.html,,div.current-price,2021,2021,0.75L,TRUE,Rouge,Floating case URL (6 btl) scraper divides by 6,
Chateau Latour Martillac,labouteilledoree,https://www.labouteilledoree.com/fr/pessac-leognan/9316-chateau-latour-martillac-pessac-leognan-grand-cru-classe-de-graves-rouge-caisse-bois-d-origine-6-bouteilles.html,,div.current-price,2020,2020,0.75L,TRUE,Rouge,Case URL — scraper divides by 6,
Chateau Latour Martillac,levindevantsoi,https://www.levindevantsoi.com/boutique/chateau-latour-martillac-pessac-leognan-2020/,,p.price,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,millesima,https://www.millesima.fr/chateau-carbonnieux-2019-cu-cc-1.html,https://www.millesima.fr/chateau-carbonnieux-{vintage}-cu-cc-1.html,"div[data-rbf=""millesima-price""] span:first-child",2015,2024,0.75L,TRUE,Rouge,Template works,
Chateau de Fieuzal,millesima,https://www.millesima.fr/chateau-de-fieuzal-2019-cu-cc-1.html,https://www.millesima.fr/chateau-de-fieuzal-{vintage}-cu-cc-1.html,"div[data-rbf=""millesima-price""] span:first-child",2015,2024,0.75L,TRUE,Rouge,Template works,
Chateau La Garde,millesima,https://www.millesima.fr/chateau-la-garde-2017-c-cb-12.html,https://www.millesima.fr/chateau-la-garde-{vintage}-c-cb-12.html,"div[data-rbf=""millesima-price""] span:first-child",2015,2024,0.75L,TRUE,Rouge,Seed URL from user,
Chateau La Louviere,millesima,https://www.millesima.fr/chateau-la-louviere-2021-d-cb-6.html,https://www.millesima.fr/chateau-la-louviere-{vintage}-d-cb-6.html,"div[data-rbf=""millesima-price""] span:first-child",2015,2024,0.75L,TRUE,Rouge,Seed URL from user,
Chateau Larrivet Haut-Brion,millesima,https://www.millesima.fr/chateau-larrivet-haut-brion-2019-cu-cc-1.html,https://www.millesima.fr/chateau-larrivet-haut-brion-{vintage}-cu-cc-1.html,"div[data-rbf=""millesima-price""] span:first-child",2015,2024,0.75L,TRUE,Rouge,Template works,
Chateau Latour Martillac,millesima,https://www.millesima.fr/chateau-latour-martillac-2019-cu-cc-1.html,https://www.millesima.fr/chateau-latour-martillac-{vintage}-cu-cc-1.html,"div[data-rbf=""millesima-price""] span:first-child",2015,2024,0.75L,TRUE,Rouge,Template works for all vintages,
Chateau Lespault-Martillac,millesima,https://www.millesima.fr/chateau-lespault-martillac-2019-c-cc-6.html,https://www.millesima.fr/chateau-lespault-martillac-{vintage}-c-cc-6.html,"div[data-rbf=""millesima-price""] span:first-child",2015,2024,0.75L,TRUE,Rouge,Seed URL from user,
Chateau Malartic-Lagraviere,millesima,https://www.millesima.fr/chateau-malartic-lagraviere-2019-cu-cc-1.html,https://www.millesima.fr/chateau-malartic-lagraviere-{vintage}-cu-cc-1.html,"div[data-rbf=""millesima-price""] span:first-child",2015,2024,0.75L,TRUE,Rouge,Template works,
Chateau Olivier,millesima,https://www.millesima.fr/chateau-olivier-2019-cu-cc-1.html,https://www.millesima.fr/chateau-olivier-{vintage}-cu-cc-1.html,"div[data-rbf=""millesima-price""] span:first-child",2015,2024,0.75L,TRUE,Rouge,Template works,
Chateau Carbonnieux,millesimes,https://millesimes.com/Carbonnieux_2017_cru_classe_Pessac-Leognan_vin_rouge,,span.price-current,2017,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,millesimes,https://millesimes.com/Carbonnieux_2018_cru_classe_Pessac-Leognan_vin_rouge,,span.price-current,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,millesimes,https://millesimes.com/Carbonnieux_2021_cru_classe_Pessac-Leognan_vin_rouge,,span.price-current,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,millesimes,https://millesimes.com/Carbonnieux_2022_cru_classe_Pessac-Leognan_vin_rouge,,span.price-current,2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,millesimes,https://millesimes.com/Latour_martillac_2020_cru_classe_de_graves_Pessac-Leognan_vin_rouge,,span.price-current,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,millesimes,https://millesimes.com/Malartic_lagraviere_rouge_2019_grand_cru_classe_Graves_vin_rouge,,span.price-current,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,millesimes,https://millesimes.com/Malartic_lagraviere_rouge_2020_grand_cru_classe_Graves_vin_rouge,,span.price-current,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,millesimes,https://millesimes.com/Sociando_mallet_2018_Haut-Medoc_vin_rouge,,span.price-current,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,millesimes,https://millesimes.com/Sociando_mallet_2020_Haut-Medoc_vin_rouge,,span.price-current,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,millesimes,https://millesimes.com/Sociando_mallet_2021_Haut-Medoc_vin_rouge,,span.price-current,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-carbonnieux-wine-5740.html#1323966,,span.price,2017,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-carbonnieux-wine-5740.html#1028139,,span.price,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-carbonnieux-wine-5740.html#1028142,,span.price,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-carbonnieux-wine-5740.html#1028142,,span.price,2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-carbonnieux-wine-5740.html#1248949,,span.price,2023,2023,0.75L,TRUE,Rouge,Explicit URL,
Chateau de Fieuzal,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-de-fieuzal-wine-1626.html#387858,,span.price,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau de Fieuzal,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-de-fieuzal-wine-1626.html#571538,,span.price,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau de Fieuzal,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-de-fieuzal-wine-1626.html#1308047,,span.price,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau de Fieuzal,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-de-fieuzal-wine-1626.html#1208573,,span.price,2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau de Fieuzal,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-de-fieuzal-wine-1626.html#1258994,,span.price,2023,2023,0.75L,TRUE,Rouge,Explicit URL,
