estate_name,retailer,product_url,url_template,price_selector,vintage_start,vintage_end,bottle_size,active,wine_color,notes,date_added
Chateau Latour Martillac,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-latour-martillac-wine-1693.html#326562,,span.price,2016,2016,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-latour-martillac-wine-1693.html#1308339,,span.price,2017,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-latour-martillac-wine-1693.html#327214,,span.price,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-latour-martillac-wine-1693.html#1308070,,span.price,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-latour-martillac-wine-1693.html#325174,,span.price,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-latour-martillac-wine-1693.html#951936,,span.price,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-latour-martillac-wine-1693.html#1308075,,span.price,2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-malartic-lagraviere-wine-1644.html#1169963,,span.price,2015,2015,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-malartic-lagraviere-wine-1644.html#1169962,,span.price,2016,2016,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-malartic-lagraviere-wine-1644.html#1169963,,span.price,2017,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-malartic-lagraviere-wine-1644.html#1169963,,span.price,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-malartic-lagraviere-wine-1644.html#927373,,span.price,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-malartic-lagraviere-wine-1644.html#535180,,span.price,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-malartic-lagraviere-wine-1644.html#1308059,,span.price,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-malartic-lagraviere-wine-1644.html#1249124,,span.price,2023,2023,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-olivier-wine-1639.html#325334,,span.price,2015,2015,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-olivier-wine-1639.html#387980,,span.price,2017,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-olivier-wine-1639.html#1208206,,span.price,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-olivier-wine-1639.html#1208205,,span.price,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,twil,https://www.twil.fr/france/bordeaux/pessac-leognan/chateau-olivier-wine-1639.html#1208207,,span.price,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,twil,https://www.twil.fr/france/bordeaux/haut-medoc/chateau-sociando-mallet-wine-1885.html#1121375,,span.price,2015,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,twil,https://www.twil.fr/france/bordeaux/haut-medoc/chateau-sociando-mallet-wine-1885.html#1137711,,span.price,2016,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,twil,https://www.twil.fr/france/bordeaux/haut-medoc/chateau-sociando-mallet-wine-1885.html#450041,,span.price,2017,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,twil,https://www.twil.fr/france/bordeaux/haut-medoc/chateau-sociando-mallet-wine-1885.html#1298605,,span.price,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,twil,https://www.twil.fr/france/bordeaux/haut-medoc/chateau-sociando-mallet-wine-1885.html#1259056,,span.price,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,twil,https://www.twil.fr/france/bordeaux/haut-medoc/chateau-sociando-mallet-wine-1885.html#1309657,,span.price,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,twil,https://www.twil.fr/france/bordeaux/haut-medoc/chateau-sociando-mallet-wine-1885.html#364570,,span.price,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,twil,https://www.twil.fr/france/bordeaux/haut-medoc/chateau-sociando-mallet-wine-1885.html#646899,,span.price,2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,twil,https://www.twil.fr/france/bordeaux/haut-medoc/chateau-sociando-mallet-wine-1885.html#1258933,,span.price,2023,2023,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,vin_malin,https://www.vin-malin.fr/7868-chateau-carbonnieux-2016.html,,span.price,2016,2016,75cl,TRUE,Rouge,rouge,
Chateau Carbonnieux,vin_malin,https://www.vin-malin.fr/8582-chateau-carbonnieux-rouge-2017.html,,span.price,2017,2017,75cl,TRUE,Rouge,rouge,
Chateau Carbonnieux,vin_malin,https://www.vin-malin.fr/8820-chateau-carbonnieux-2018.html,,span.price,2018,2018,75cl,TRUE,Rouge,rouge,
Chateau Carbonnieux,vin_malin,https://www.vin-malin.fr/10227-chateau-carbonnieux-rouge-2020.html,,span.price,2020,2020,75cl,TRUE,Rouge,rouge,
Chateau de Fieuzal,vin_malin,https://www.vin-malin.fr/7901-chateau-de-fieuzal-2016.html,,span.price,2016,2016,75cl,TRUE,Rouge,rouge,
Chateau de Fieuzal,vin_malin,https://www.vin-malin.fr/8758-chateau-de-fieuzal-2018-3760145421401.html,,span.price,2018,2018,75cl,TRUE,Rouge,rouge,
Chateau Larrivet Haut-Brion,vin_malin,https://www.vin-malin.fr/7848-chateau-larrivet-haut-brion-2016.html,,span.price,2016,2016,75cl,TRUE,Rouge,rouge,
Chateau Larrivet Haut-Brion,vin_malin,https://www.vin-malin.fr/8594-chateau-larrivet-haut-brion-2017.html,,span.price,2017,2017,75cl,TRUE,Rouge,rouge,
Chateau Larrivet Haut-Brion,vin_malin,https://www.vin-malin.fr/8793-chateau-larrivet-haut-brion-2018.html,,span.price,2018,2018,75cl,TRUE,Rouge,rouge,
Chateau Larrivet Haut-Brion,vin_malin,https://www.vin-malin.fr/10250-chateau-larrivet-haut-brion-2020.html,,span.price,2020,2020,75cl,TRUE,Rouge,rouge,
Chateau Latour Martillac,vin_malin,https://www.vin-malin.fr/8804-chateau-latour-martillac-rouge-2018.html,,span.price,2018,2018,75cl,TRUE,Rouge,rouge,
Chateau Latour Martillac,vin_malin,https://www.vin-malin.fr/10267-chateau-latour-martillac-rouge-2020.html,,span.price,2020,2020,75cl,TRUE,Rouge,rouge,
Chateau Malartic-Lagraviere,vin_malin,https://www.vin-malin.fr/7899-chateau-malartic-lagraviere-2016.html,,span.price,2016,2016,75cl,TRUE,Rouge,rouge,
Chateau Sociando-Mallet,vin_malin,https://www.vin-malin.fr/7288-chateau-sociando-mallet-2015.html,,span.price,2015,2015,75cl,TRUE,Rouge,rouge,
Chateau Sociando-Mallet,vin_malin,https://www.vin-malin.fr/7858-chateau-sociando-mallet-2016.html,,span.price,2016,2016,75cl,TRUE,Rouge,rouge,
Chateau Sociando-Mallet,vin_malin,https://www.vin-malin.fr/8549-chateau-sociando-mallet-2017-3428431701100.html,,span.price,2017,2017,0.75L,TRUE,Rouge,Auto-discovered 2026-04-10,
Chateau Sociando-Mallet,vin_malin,https://www.vin-malin.fr/8762-chateau-sociando-mallet-2018-3428431801107.html,,span.price,2018,2018,75cl,TRUE,Rouge,rouge,
Chateau Sociando-Mallet,vin_malin,https://www.vin-malin.fr/10271-chateau-sociando-mallet-2020-3428430000464.html,,span.price,2020,2020,75cl,TRUE,Rouge,rouge,
Chateau Bouscaut,vinatis,https://www.vinatis.com/id-50594-chateau-bouscaut-2018-cru-classe-de-graves,,span.vue-page-price,2018,2018,0.75L,TRUE,Rouge,Seed URL from user,
Chateau Carbonnieux,vinatis,https://www.vinatis.com/id-50554-chateau-carbonnieux-rouge-2019-cru-classe-de-graves,,span.vue-page-price,2019,2019,0.75L,TRUE,Rouge,Vinatis requires ID per vintage,
Chateau Carbonnieux,vinatis,https://www.vinatis.com/81313-chateau-carbonnieux-2022-cru-classe-de-graves,,span.vue-page-price,2022,2022,0.75L,TRUE,Rouge,Vinatis requires ID per vintage,
Chateau de Fieuzal,vinatis,https://www.vinatis.com/65261-chateau-de-fieuzal-2015-cru-classe-de-graves,,span.vue-page-price,2015,2015,0.75L,TRUE,Rouge,Vinatis requires ID per vintage,
Chateau de Fieuzal,vinatis,https://www.vinatis.com/80431-chateau-de-fieuzal-2020-cru-classe-de-graves,,span.vue-page-price,2020,2020,0.75L,TRUE,Rouge,Vinatis requires ID per vintage,
Chateau Latour Martillac,vinatis,https://www.vinatis.com/id-61799-chateau-latour-martillac-2019-cru-classe-de-graves,,span.vue-page-price,2019,2019,0.75L,TRUE,Rouge,Vinatis requires ID per vintage,
Chateau Latour Martillac,vinatis,https://www.vinatis.com/id-61800-chateau-latour-martillac-2020-cru-classe-de-graves,,span.vue-page-price,2020,2020,0.75L,TRUE,Rouge,Vinatis requires ID per vintage,
Chateau Lespault-Martillac,vinatis,https://www.vinatis.com/id-69239-chateau-lespault-martillac-rouge-2016,,span.vue-page-price,2016,2016,0.75L,TRUE,Rouge,Seed URL from user,
Chateau Malartic-Lagraviere,vinatis,https://www.vinatis.com/51150-chateau-malartic-lagraviere-2018-cru-classe-de-graves,,span.vue-page-price,2018,2018,0.75L,TRUE,Rouge,Vinatis requires ID per vintage,
Chateau Olivier,vinatis,https://www.vinatis.com/32393-chateau-olivier-2015,,span.vue-page-price,2015,2015,0.75L,TRUE,Rouge,Vinatis requires ID per vintage,
Chateau Olivier,vinatis,https://www.vinatis.com/80005-chateau-olivier-rouge-2020-cru-classe-de-graves,,span.vue-page-price,2020,2020,0.75L,TRUE,Rouge,Vinatis requires ID per vintage,
Chateau Sociando-Mallet,vinatis,https://www.vinatis.com/43964-chateau-sociando-mallet-2018,,span.vue-page-price,2018,2018,0.75L,TRUE,Rouge,Vinatis requires ID per vintage,
Chateau Sociando-Mallet,vinatis,https://www.vinatis.com/65227-chateau-sociando-mallet-2020,,span.vue-page-price,2020,2020,0.75L,TRUE,Rouge,Vinatis requires ID per vintage,
Chateau Carbonnieux,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/1131-88936-chateau-carbonnieux.html,,span.price,2015,2015,75cl,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/1090-88448-chateau-carbonnieux-.html,,span.price,2017,2017,75cl,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/3917-72634-chateau-carbonnieux-.html,,span.price,2018,2018,75cl,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/7698-76566-chateau-carbonnieux-.html,,span.price,2019,2019,75cl,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/6862-81195-chateau-carbonnieux-.html,,span.price,2020,2020,75cl,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/7934-82415-chateau-carbonnieux-.html,,span.price,2021,2021,75cl,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/9039-89295-chateau-carbonnieux-.html,,span.price,2022,2022,75cl,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/11743-82740-chateau-carbonnieux-.html,,span.price,2023,2023,75cl,TRUE,Rouge,Explicit URL,
Chateau de Fieuzal,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/4757-62503-chateau-de-fieuzal.html,,span.price,2015,2015,75cl,TRUE,Rouge,Explicit URL,
Chateau de Fieuzal,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/7080-81018-chateau-de-fieuzal-.html,,span.price,2020,2020,75cl,TRUE,Rouge,Explicit URL,
Chateau de Fieuzal,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/7942-84319-chateau-de-fieuzal-.html,,span.price,2021,2021,75cl,TRUE,Rouge,Explicit URL,
Chateau de Fieuzal,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/9047-89430-chateau-de-fieuzal-.html,,span.price,2022,2022,75cl,TRUE,Rouge,Explicit URL,
Chateau de Fieuzal,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/11858-83326-chateau-de-fieuzal-.html,,span.price,2023,2023,75cl,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/2384-58179-chateau-larrivet-haut-brion.html,,span.price,2016,2016,75cl,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/6431-68185-chateau-larrivet-haut-brion-.html,,span.price,2018,2018,75cl,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/5634-76880-chateau-larrivet-haut-brion-.html,,span.price,2019,2019,75cl,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/6970-81121-chateau-larrivet-haut-brion-.html,,span.price,2020,2020,75cl,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/7957-82395-chateau-larrivet-haut-brion-.html,,span.price,2021,2021,75cl,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/9063-89647-chateau-larrivet-haut-brion-.html,,span.price,2022,2022,75cl,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/2744-62400-chateau-latour-martillac.html,,span.price,2016,2016,75cl,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/6610-68534-chateau-latour-martillac-.html,,span.price,2017,2017,75cl,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/3865-82276-chateau-latour-martillac.html,,span.price,2018,2018,75cl,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/5654-76451-chateau-latour-martillac-.html,,span.price,2019,2019,75cl,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/6996-81122-chateau-latour-martillac.html,,span.price,2020,2020,75cl,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/7955-84236-chateau-latour-martillac-.html,,span.price,2021,2021,75cl,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/9061-89275-chateau-latour-martillac-.html,,span.price,2022,2022,75cl,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/11865-83367-chateau-latour-martillac-.html,,span.price,2023,2023,75cl,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/2735-57097-chateau-malartic-lagraviere.html,,span.price,2016,2016,75cl,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/1303-64840-chateau-malartic-lagraviere.html,,span.price,2017,2017,75cl,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/3460-68182-chateau-malartic-lagraviere.html,,span.price,2018,2018,75cl,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/7939-84204-chateau-malartic-lagraviere.html,,span.price,2021,2021,75cl,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/11855-83311-chateau-malartic-lagraviere.html,,span.price,2023,2023,75cl,TRUE,Rouge,Explicit URL,
Chateau Olivier,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/1296-115370-chateau-olivier.html,,span.price,2015,2015,75cl,TRUE,Rouge,Explicit URL,
Chateau Olivier,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/1069-84429-chateau-olivier.html,,span.price,2016,2016,75cl,TRUE,Rouge,Explicit URL,
Chateau Olivier,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/1067-57071-chateau-olivier-.html,,span.price,2017,2017,75cl,TRUE,Rouge,Explicit URL,
Chateau Olivier,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/5717-72662-chateau-olivier.html,,span.price,2019,2019,75cl,TRUE,Rouge,Explicit URL,
Chateau Olivier,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/7945-82432-chateau-olivier-.html,,span.price,2021,2021,75cl,TRUE,Rouge,Explicit URL,
Chateau Olivier,vinotheque_bordeaux,https://vinotheque-bordeaux.com/bordeaux/9050-87659-chateau-olivier-.html,,span.price,2022,2022,75cl,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,vintageandco,https://www.vintageandco.com/37628.chateau-carbonnieux-2015-pessac-leognan-bordeaux.html,,span.current-price-value,2015,2015,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,vintageandco,https://www.vintageandco.com/41608.chateau-carbonnieux-2017-pessac-leognan-bordeaux.html,,span.current-price-value,2017,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,vintageandco,https://www.vintageandco.com/45478.chateau-carbonnieux-2019-pessac-leognan-bordeaux.html,,span.current-price-value,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,vintageandco,https://www.vintageandco.com/46885.chateau-carbonnieux-2020-pessac-leognan-bordeaux.html,,span.current-price-value,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,vintageandco,https://www.vintageandco.com/50737.chateau-carbonnieux-2021-pessac-leognan-bordeaux.html,,span.current-price-value,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,vintageandco,https://www.vintageandco.com/55163.chateau-carbonnieux-2022-pessac-leognan-bordeaux.html,,span.current-price-value,2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,vintageandco,https://www.vintageandco.com/58350.chateau-carbonnieux-2023-pessac-leognan-bordeaux.html,,span.current-price-value,2023,2023,0.75L,TRUE,Rouge,Explicit URL,
Chateau de Fieuzal,vintageandco,https://www.vintageandco.com/51074.chateau-de-fieuzal-2021-pessac-leognan-bordeaux.html,,span.current-price-value,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau de Fieuzal,vintageandco,https://www.vintageandco.com/54589.chateau-de-fieuzal-2022-pessac-leognan-bordeaux.html,,span.current-price-value,2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,vintageandco,https://www.vintageandco.com/39467.chateau-larrivet-haut-brion-2016-pessac-leognan-bordeaux.html,,span.current-price-value,2016,2016,0.75L,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,vintageandco,https://www.vintageandco.com/43737.chateau-larrivet-haut-brion-2018-pessac-leognan-bordeaux.html,,span.current-price-value,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,vintageandco,https://www.vintageandco.com/53748.chateau-larrivet-haut-brion-2019-pessac-leognan-bordeaux.html,,span.current-price-value,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,vintageandco,https://www.vintageandco.com/46902.chateau-larrivet-haut-brion-2020-pessac-leognan-bordeaux.html,,span.current-price-value,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,vintageandco,https://www.vintageandco.com/51783.chateau-larrivet-haut-brion-2021-pessac-leognan-bordeaux.html,,span.current-price-value,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Larrivet Haut-Brion,vintageandco,https://www.vintageandco.com/54576.chateau-larrivet-haut-brion-2022-pessac-leognan-bordeaux.html,,span.current-price-value,2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,vintageandco,https://www.vintageandco.com/37654.chateau-latour-martillac-2015-pessac-leognan-bordeaux.html,,span.current-price-value,2015,2015,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,vintageandco,https://www.vintageandco.com/42006.chateau-latour-martillac-2016-pessac-leognan-bordeaux.html,,span.current-price-value,2016,2016,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,vintageandco,https://www.vintageandco.com/41584.chateau-latour-martillac-2017-pessac-leognan-bordeaux.html,,span.current-price-value,2017,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,vintageandco,https://www.vintageandco.com/43751.chateau-latour-martillac-2018-pessac-leognan-bordeaux.html,,span.current-price-value,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,vintageandco,https://www.vintageandco.com/48257.chateau-latour-martillac-2019-pessac-leognan-bordeaux.html,,span.current-price-value,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,vintageandco,https://www.vintageandco.com/47324.chateau-latour-martillac-2020-pessac-leognan-bordeaux.html,,span.current-price-value,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Latour Martillac,vintageandco,https://www.vintageandco.com/50936.chateau-latour-martillac-2021-pessac-leognan-bordeaux.html,,span.current-price-value,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,vintageandco,https://www.vintageandco.com/38093.chateau-malartic-lagraviere-2015-pessac-leognan-bordeaux.html,,span.current-price-value,2015,2015,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,vintageandco,https://www.vintageandco.com/40190.chateau-malartic-lagraviere-2016-pessac-leognan-bordeaux.html,,span.current-price-value,2016,2016,0.75L,TRUE,Rouge,Explicit URL,
Chateau Malartic-Lagraviere,vintageandco,https://www.vintageandco.com/46879.chateau-malartic-lagraviere-2020-pessac-leognan-bordeaux.html,,span.current-price-value,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,vintageandco,https://www.vintageandco.com/44126.chateau-olivier-2018-pessac-leognan-bordeaux.html,,span.current-price-value,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,vintageandco,https://www.vintageandco.com/46011.chateau-olivier-2019-pessac-leognan-bordeaux.html,,span.current-price-value,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau Olivier,vintageandco,https://www.vintageandco.com/50876.chateau-olivier-2021-pessac-leognan-bordeaux.html,,span.current-price-value,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,vintageandco,https://www.vintageandco.com/37567.chateau-sociando-mallet-2015-haut-medoc-bordeaux.html,,span.current-price-value,2015,2015,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,vintageandco,https://www.vintageandco.com/39492.chateau-sociando-mallet-2016-haut-medoc-bordeaux.html,,span.current-price-value,2016,2016,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,vintageandco,https://www.vintageandco.com/41570.chateau-sociando-mallet-2017-haut-medoc-bordeaux.html,,span.current-price-value,2017,2017,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,vintageandco,https://www.vintageandco.com/43700.chateau-sociando-mallet-2018-haut-medoc-bordeaux.html,,span.current-price-value,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,vintageandco,https://www.vintageandco.com/62452.chateau-sociando-mallet-2019-haut-medoc-bordeaux.html,,span.current-price-value,2019,2019,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,vintageandco,https://www.vintageandco.com/46931.chateau-sociando-mallet-2020-haut-medoc-bordeaux.html,,span.current-price-value,2020,2020,0.75L,TRUE,Rouge,Explicit URL,
Chateau Sociando-Mallet,vintageandco,https://www.vintageandco.com/51121.chateau-sociando-mallet-2021-haut-medoc-bordeaux.html,,span.current-price-value,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,wineandco,https://www.wineandco.com/chateau-carbonnieux-2018/28004,,span.product-price,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,wineandco,https://www.wineandco.com/chateau-carbonnieux-rouge-2022/62966,,span.product-price,2022,2022,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,wineandco,https://www.wineandco.com/chateau-carbonnieux-rouge-2023/67304,,span.product-price,2023,2023,0.75L,TRUE,Rouge,Explicit URL,
Chateau Carbonnieux,wineandco,https://www.wineandco.com/chateau-carbonnieux-rouge-2024/70557,,span.product-price,2024,2024,0.75L,TRUE,Rouge,Explicit URL,
Chateau de Fieuzal,wineandco,https://www.wineandco.com/chateau-de-fieuzal-rouge-2016/21534,,span.product-price,2016,2016,0.75L,TRUE,Rouge,Explicit URL,
Chateau de Fieuzal,wineandco,https://www.wineandco.com/chateau-de-fieuzal-rouge-2018/28866,,span.product-price,2018,2018,0.75L,TRUE,Rouge,Explicit URL,
Chateau de Fieuzal,wineandco,https://www.wineandco.com/chateau-de-fieuzal-rouge-2018/28866,,span.product-price,2021,2021,0.75L,TRUE,Rouge,Explicit URL,
Chateau de Fieuzal,wineandco,https://www.wineandco.com/chateau-de-fieuzal-blanc-2022/63030,,span.product-price,2022,2022,0.75L,TRUE,Blanc,Explicit URL,
Chateau de Fieuzal,wineandco,https://www.wineandco.com/chateau-de-fieuzal-blanc-2023/67366,,span.product-price,2023,2023,0.75L,TRUE,Blanc,Explicit URL,
